title,authors,language_code,num_pages,category
A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,eng,32,short
Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,eng,228,medium
Interesting Times: The Play,Stephen Briggs/Terry Pratchett,eng,102,short
Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,eng,176,short
Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,eng,352,medium
Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,eng,32,short
Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,eng,400,medium
Guards! Guards! (Discworld  #8),Terry Pratchett,eng,355,medium
Hogfather (Discworld  #20; Death  #4),Terry Pratchett,eng,432,large
The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,eng,256,medium
The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,eng,160,short
Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,eng,296,medium
If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,eng,344,medium
Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,eng,193,short
Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,eng,288,medium
The Centurions (The Centurions  #1),Damion Hunter,eng,384,medium
The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,eng,234,medium
Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,eng,612,large
Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,eng,352,medium
Koko's Kitten,Francine Patterson/Ronald H. Cohn,eng,32,short
The Aviators (Brotherhood of War  #8),W.E.B. Griffin,eng,464,large
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,eng,240,medium
The Boomer Bible,R.F. Laird,eng,880,large
A Matter of Trust (Justice  #0),Radclyffe,eng,240,medium
A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,eng,440,large
Mortal Fear (Mississippi #1),Greg Iles,eng,704,large
Lonesome Dove,Larry McMurtry,eng,864,large
Comanche Moon,Larry McMurtry,eng,752,large
The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,eng,136,short
The Great And Secret Show (Book of the Art #1),Clive Barker,eng,698,large
Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,eng,240,medium
The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,eng,624,large
My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,eng,96,short
The Book of the Dragon,Ciruelo Cabral,eng,144,short
The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,eng,416,large
The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,eng,151,short
Trial by Fire (Newpointe 911 #4),Terri Blackstock,eng,347,medium
Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,eng,75,short
It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre,eng,640,large
Battle Cry of Freedom,James M. McPherson,eng,867,large
The Straight Dope,Cecil Adams,eng,432,large
Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,eng,448,large
The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,eng,512,large
Alien,Alan Dean Foster,eng,270,medium
Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,eng,231,medium
Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi,eng,268,medium
New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,eng,464,large
Lord of Chaos (The Wheel of Time  #6),Robert Jordan,eng,1011,large
Father of Frankenstein,Christopher Bram,eng,276,medium
Harpo Speaks!,Harpo Marx/Rowland Barber,eng,482,large
Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson,eng,464,large
The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,eng,208,medium
Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,eng,432,large
A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,eng,361,medium
She Who Remembers (Kwani  #1),Linda Lay Shuler,eng,496,large
Long Gone Lonesome Blues (The Texas Brands  #4),Maggie Shayne,eng,251,medium
Star Wars: The Complete Visual Dictionary,James Luceno/David West Reynolds/Ryder Windham,eng,272,medium
Star Wars: The Ultimate Visual Guide,Daniel  Wallace/Ryder Windham,eng,160,short
Star Wars Complete Locations,James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore,eng,175,short
Lego Star Wars: Prima Official Game Guide,Michael Littlefield,eng,128,short
Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor,eng,227,medium
Star Wars:  The New Essential Chronology,Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet,eng,256,medium
Creating the Worlds of Star Wars: 365 Days,John Knoll/J.W. Rinzler,eng,744,large
The Making of Star Wars (Star Wars:  The Making of  #1),J.W. Rinzler/Peter  Jackson,eng,362,medium
Star Wars:  The New Essential Guide to Weapons & Technology,W. Haden Blackman,eng,224,medium
You Can Draw: Star Wars,Bonnie Burton/Matt Busch/Tom Hodges,eng,96,short
Star Wars:  The New Essential Guide to Vehicles & Vessels,W. Haden Blackman/Ian Fullwood,eng,200,short
Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman,eng,152,short
The Star Wars Poster Book,Stephen J. Sansweet/Peter Vilmur,eng,320,medium
Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema,eng,144,short
The Star Wars Trilogy,George Lucas/Donald F. Glut/James Kahn,eng,705,large
Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema,eng,168,short
Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander/Jan Duursema/Dan Parsons,eng,144,short
Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno/John Goodson/Robert E. Barnes,eng,64,short
The Wildlife of Star Wars,Terryl Whitlatch/Bob Carrau,eng,173,short
The Dharma of Star Wars,Matthew Bortolin,eng,224,medium
Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas,eng,418,large
Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton/Hans Jenssen/Richard Chasemore,eng,32,short
Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,eng,272,medium
Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,eng,442,large
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt,eng,270,medium
Cash,Johnny Cash/Patrick   Carr,eng,310,medium
Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,eng,224,medium
The Power of Myth,Joseph Campbell/Bill Moyers,eng,320,medium
The Beatles: The Biography,Bob Spitz,eng,983,large
Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,eng,400,medium
The Beatles: 365 Days,Simon Wells,eng,744,large
A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,eng,224,medium
Shout! The Beatles in Their Generation,Philip Norman,eng,546,large
The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles,eng,272,medium
The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,eng,264,medium
The Beatles Complete - Updated Edition,The Beatles,eng,303,medium
The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,eng,464,large
A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard,eng,448,large
Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi,eng,365,medium
The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman,eng,376,medium
A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,eng,224,medium
Margot Fonteyn,Meredith Daneman,eng,704,large
A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon,eng,288,medium
The Life You Were Born to Live,Dan Millman,eng,464,large
Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,eng,464,large
The Silmarillion  Volume 3,J.R.R. Tolkien/Martin Shaw,eng,0,short
Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,eng,784,large
Swanns Way (In Search of Lost Time #1),Marcel Proust,eng,534,large
The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,eng,446,large
The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky,eng,198,short
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,eng,966,large
Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow,eng,350,medium
Tallchief: The Hunter (The Tallchiefs #9),Cait London,eng,192,short
Tallchief For Keeps (The Tallchiefs #3),Cait London,eng,296,medium
The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,eng,224,medium
The Sgt. Rock Archives  Vol. 1,Robert Kanigher/Bob Haney/Joe Kubert/Jerry Grandinetti,eng,240,medium
Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki,eng,192,short
On Basilisk Station (Honor Harrington  #1),David Weber,eng,458,large
Sagwa  the Chinese Siamese Cat,Amy Tan/Gretchen Schields,eng,40,short
Horizontal Gene Transfer,Michael Syvanen/Clarence I. Kado,eng,445,large
Tim Burton: Interviews,Kristian Fraga,eng,192,short
Mysteries,Colin Wilson,eng,672,large
Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs,Miguel de Cervantes Saavedra/John Macklin,eng,167,short
American Tabloid (Underworld USA #1),James Ellroy,eng,592,large
First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,eng,384,medium
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey/Jim Collins,eng,372,medium
Strawberry Days: How Internment Destroyed a Japanese American Community,David Neiwert,eng,288,medium
The Madness Season,C.S. Friedman,eng,495,large
Sweet Rosie O'Grady,Joan Jonker,eng,416,large
The Secret on Ararat (Babylon Rising  #2),Tim LaHaye/Bob Phillips,eng,416,large
'Salem's Lot,Stephen King,eng,427,large
The Portable Edgar Allan Poe,Edgar Allan Poe/J. Gerald Kennedy,eng,672,large
Tales,H.P. Lovecraft/Peter Straub,eng,838,large
Tales of H.P. Lovecraft,H.P. Lovecraft/Joyce Carol Oates,eng,352,medium
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft/August Derleth/Robert Bloch,eng,406,large
The Doom That Came to Sarnath and Other Stories,H.P. Lovecraft/Lin Carter,eng,208,medium
The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft/Barbara Hambly,eng,379,medium
The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan/Brian  Wood/Jeremy McHugh,eng,191,short
The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman,eng,387,medium
Monte Cook Presents The Year's Best D20 (Volume One),Monte Cook,eng,96,short
Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell/Pat Ronson Stewart,eng,96,short
The Star-Spangled Banner (Symbols of America),Debra Hess,eng,40,short
The Statue of Liberty (Symbols of America),Debra Hess,eng,40,short
The White House (Symbols of America),Debra Hess,eng,40,short
The American Flag (Symbols of America),Debra Hess,eng,39,short
The Bone Yard,Paul J. Mikol/Dean Koontz/F. Paul Wilson/Sheri S. Tepper/Ray Garton,eng,329,medium
Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,eng,352,medium
Oliver Wendell Holmes in Paris: Medicine  Theology  and the Autocrat of the Breakfast Table,William C. Dowling,eng,179,short
Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass/David W. Blight,eng,188,short
Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass/Gregory Stephens/Peter J. Gomes,eng,144,short
Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass,eng,208,medium
Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass,Frederick Douglass/Henry Louis Gates Jr.,eng,1132,large
Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl,Frederick Douglass/Harriet Ann Jacobs/Kwame Anthony Appiah,eng,464,large
A Small Pinch of Weather,Joan Aiken,eng,239,medium
The Cuckoo Tree (The Wolves Chronicles  #6),Joan Aiken,eng,304,medium
Nightbirds on Nantucket (The Wolves Chronicles  #3),Joan Aiken,eng,218,medium
Mary Engelbreit's Home Companion,Charlotte Lyons/Mary Engelbreit/Barbara E. Martin,eng,128,short
Seven Miles a Second,David Wojnarowicz/James Romberger/Marguerite Van Cook,eng,59,short
Doctor Tandy's First Guide to Life Extension and Transhumanity,Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,eng,292,medium
Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,eng,24,short
Love's Executioner  And Other Tales Of Psychotherapy,Irvin D. Yalom,eng,270,medium
The Brothers Karamazov,Fyodor Dostoyevsky/Thomas R. Beyer Jr./Simon Vance,eng,16,short
The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,eng,544,large
Filth: Dirt  Disgust  and Modern Life,William A. Cohen,eng,360,medium
Pink Flamingos and Other Filth: Three Screenplays,John Waters,eng,258,medium
A New History of Early English Drama,John D. Cox/David Scott Kastan/Stephen Greenblatt,eng,579,large
The Shell Seekers,Rosamunde Pilcher,eng,530,large
The Miraculous Journey of Edward Tulane,Kate DiCamillo/Bagram Ibatoulline,eng,200,short
Mercy Watson Goes for a Ride,Kate DiCamillo/Chris Van Dusen,eng,72,short
The Tale of Despereaux,Kate DiCamillo/Timothy Basil Ering,eng,267,medium
Mercy Watson to the Rescue,Kate DiCamillo/Chris Van Dusen,eng,68,short
Mercy Watson: Princess in Disguise,Kate DiCamillo/Chris Van Dusen,eng,70,short
The Cambridge Companion to Plotinus,Lloyd P. Gerson,eng,480,large
Balanchine: A Biography,Bernard Taper,eng,413,large
Eyes of Prey (Lucas Davenport  #3),John Sandford,eng,358,medium
Sharpe's Prey (Sharpe  #5),Bernard Cornwell,eng,288,medium
Broken Prey (Lucas Davenport  #16),John Sandford,eng,481,large
Rules of Prey (Lucas Davenport  #1),John Sandford,eng,479,large
Certain Prey (Lucas Davenport  #10),John Sandford,eng,384,medium
Winter Prey (Lucas Davenport  #5),John Sandford,eng,400,medium
Destiny's Daughters,Gwynne Forster/Donna Hill/Parry A. Brown,eng,292,medium
The Consumer Society: Myths and Structures,Jean Baudrillard/Chris     Turner/George Ritzer,eng,224,medium
On a Wicked Dawn (Cynster  #9),Stephanie Laurens,eng,448,large
Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,eng,290,medium
Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,eng,110,short
The Short Stories of Ernest Hemingway,Ernest Hemingway,eng,499,large
The Secret Life of Bees,Sue Monk Kidd,eng,302,medium
Hokkaido Highway Blues: Hitchhiking Japan,Will Ferguson,eng,344,medium
The Martian Chronicles,Ray Bradbury/Ian  Miller,eng,259,medium
Discovering God's Will,Sinclair B. Ferguson,eng,126,short
Spinoza: A Life,Steven Nadler,eng,422,large
Organizational Architecture: Designs for Changing Organizations,David A. Nadler/Robert B. Shaw/Marc S. Gerstein,eng,304,medium
Erotism: Death and Sensuality,Georges Bataille/Mary Dalwood,eng,288,medium
Persuasion,Jane Austen,eng,242,medium
Sense and Sensibility,Jane Austen/Claire Lamont/James Kinsley,eng,327,medium
Sense and Sensibility,Jane Austen/Claire Lamont/Ros Ballaster,eng,346,medium
Sense and Sensibility,Jane Austen/Laura Engel,eng,312,medium
Sense and Sensibility,Jane Austen/Laura Engel,eng,336,medium
One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),SparkNotes/Ken Kesey,eng,72,short
The Buddha in Your Mirror: Practical Buddhism and the Search for Self,Woody Hochswender/Greg Martin/Ted Morino,eng,230,medium
A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,eng,704,large
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,eng,309,medium
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,eng,329,medium
Forget Me Not: Photography and Remembrance,Geoffrey Batchen,eng,128,short
Warlock (Ancient Egypt  #3),Wilbur Smith,eng,642,large
Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,Evan Thomas,eng,415,large
The Good Housekeeping Illustrated Cookbook,Good Housekeeping/Zoe Coulson,eng,512,large
Dancing On Air,Frances Oliver,eng,157,short
Holding On to the Air,Suzanne Farrell/Toni Bentley,eng,352,medium
The Turtle (The Lighthouse Family  #4),Cynthia Rylant/Preston McDaniels,eng,48,short
The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),Hiawyn Oram/C.S. Lewis/Tudor Humphries,eng,48,short
The Lion  the Witch and the Wardrobe (Chronicles of Narnia #2),C.S. Lewis/Pauline Baynes,eng,189,short
Cliffsnotes on Eliot's Middlemarch,Brian Johnston/George Eliot/CliffsNotes,eng,109,short
Alice's Adventures in Wonderland,Lewis Carroll/Richard  Kelly,eng,356,medium
Anne of the Island and Tales of Avonlea,L.M. Montgomery,eng,573,large
A Christmas Carol and The Night Before Christmas,Charles Dickens/Clement C. Moore/Arthur Rackham,eng,156,short
The Annotated Charlotte's Web,E.B. White/Garth Williams/Peter F. Neumeyer,eng,320,medium
Just as Long as We're Together,Judy Blume,eng,202,medium
Fudge-a-Mania (Fudge  #4),Judy Blume,eng,176,short
Tales of a Fourth Grade Nothing (Fudge  #1),Judy Blume,eng,144,short
BFF*: Just As Long As We're Together / Here's to You  Rachel Robinson (*Best Friends Forever),Judy Blume,eng,512,large
Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar/James H. Ford/W.A. McDevitte,eng,340,medium
The Assassination of Julius Caesar: A People's History of Ancient Rome,Michael Parenti,eng,276,medium
Letters from the Earth: Uncensored Writings,Mark Twain/Bernard DeVoto/Henry Nash Smith,eng,321,medium
Mark Twain: Selected Works,Mark Twain,eng,690,large
The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,eng,112,short
The Illustrated Garden Book: A New Anthology,Robin Lane  Fox/Vita Sackville-West/Freda Titford/Ken Kirkwood,eng,192,short
Marilyn Manson: The Lonely Watchman,Richard D. Nelson,eng,224,medium
Philosophical Papers: Volume 1  Human Agency and Language,Charles Taylor,eng,304,medium
Sources of the Self: The Making of the Modern Identity,Charles Taylor,eng,624,large
Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last),George Sullivan,eng,128,short
Dr. Seuss (First Biographies),Cheryl Carlson,eng,24,short
Go Jump in the Pool! (Macdonald Hall  #2),Gordon Korman,eng,192,short
The Listener's Bible: NIV,Anonymous/Max McLean,eng,77,short
Q: The Autobiography of Quincy Jones,Quincy Jones,eng,432,large
Shōgun (Asian Saga  #1),James Clavell,eng,1152,large
Crime Partners,Donald Goines,eng,159,short
The Complete Stories,Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke,eng,336,medium
Zora Neale Hurston: A Literary Biography,Robert E. Hemenway/Alice Walker,eng,408,large
Zora Neale Hurston: Critical Perspectives Past And Present (Amistad Literary Series),Henry Louis Gates Jr./Kwame Anthony Appiah,eng,238,medium
Orlando: A Biography: Film Screenplay,Sally Potter/Virginia Woolf,eng,75,short
Orlando Furioso: Part Two,Ludovico Ariosto/Barbara Reynolds,eng,800,large
Orlando Furioso,Ludovico Ariosto/Guido Waldman,eng,656,large
A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,eng,1024,large
Alas  Babylon,Pat Frank,eng,323,medium
The Art of Happiness,Dalai Lama XIV/Howard C. Cutler,eng,336,medium
Zen and the Art of Happiness,Chris Prentiss,eng,145,short
Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg/Jon Kabat-Zinn,eng,256,medium
Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry,Benjamin James Sadock/Virginia Alcott Sadock,eng,1500,large
Australia,Kate Hemphill/Zoë Ross/Louise Bostock Lang,eng,616,large
A River Runs Through It,Norman Maclean/Barry Moser,eng,168,short
Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,eng,608,large
The Next Whole Earth Catalog: Access to Tools,Stewart Brand,eng,608,large
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,eng,368,medium
The Common Good,Noam Chomsky/David Barsamian/Arthur Naiman,eng,190,short
The Curious Sofa,Edward Gorey,eng,64,short
Strings  Conformal Fields  and M-Theory (Graduate Texts in Contemporary Physics),Michio Kaku,eng,531,large
Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,eng,587,large
Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,eng,315,medium
The Science Book,Peter Tallack/Simon Singh,eng,528,large
Kristy's Great Idea,Raina Telgemeier/Ann M. Martin,eng,186,short
Just Above My Head,James Baldwin,eng,584,large
Nobody Knows My Name,James Baldwin,eng,242,medium
Tell Me How Long the Train's Been Gone,James Baldwin,eng,496,large
If Beale Street Could Talk,James Baldwin,eng,197,short
Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,eng,528,large
Going to Meet the Man,James Baldwin,eng,249,medium
Blues for Mister Charlie,James Baldwin,eng,144,short
Ham on Rye,Charles Bukowski,eng,288,medium
You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,eng,320,medium
Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson,eng,373,medium
Cookies: Bite-Size Life Lessons,Amy Krouse Rosenthal/Jane Dyer,eng,40,short
Bite Me If You Can (Argeneau #6),Lynsay Sands,eng,384,medium
Love Bites (Argeneau #2),Lynsay Sands,eng,373,medium
Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,eng,254,medium
A Bite to Remember (Argeneau #5),Lynsay Sands,eng,362,medium
Magic Bites (Kate Daniels  #1),Ilona Andrews,eng,261,medium
The Secret Garden,Frances Hodgson Burnett/Graham Rust,eng,298,medium
The Secret Garden,Frances Hodgson Burnett/Scott McKowen,eng,248,medium
The Secret Garden Coloring Book,Brian Doherty/Frances Hodgson Burnett/Thea Kliros,eng,48,short
A Little Princess,Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,eng,160,short
The Little Princesses,Marion Crawford/Jennie Bond,eng,230,medium
Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson/Leslie A.  Kelly,eng,120,short
Peter Pan in Kensington Gardens / Peter and Wendy,J.M. Barrie/Peter Hollindale,eng,288,medium
Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,eng,24,short
Peter Pan And Wendy,J.M. Barrie/Ken Geist,eng,224,medium
Peter Pan,J.M. Barrie/Tim Curry,eng,5,short
Alice in Wonderland / Hunting of the Snark,Lewis Carroll/Donald J. Gray,eng,416,large
Rabbit Hole,David Lindsay-Abaire,eng,157,short
James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot/Ruth Brown/Peter Barrett,eng,260,medium
James Herriot's Dog Stories,James Herriot/Victor G. Ambrus,eng,464,large
The Lord God Made Them All,James Herriot,eng,373,medium
Who Was Mark Twain?,April Jones Prince/Nancy Harrison/John   O'Brien,eng,112,short
The Complete Essays of Mark Twain,Mark Twain/Charles Neider,eng,732,large
The Portable Arthur Miller,Arthur  Miller/Harold Clurman/Christopher Bigsby,eng,575,large
Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,eng,144,short
The Portable Thomas Jefferson,Thomas Jefferson/Merrill D. Peterson,eng,589,large
Juan Rulfo's Mexico,Juan Rulfo/Carlos Fuentes/Margo Glantz/Jorge Alberto Lozoya/Eduardo Rivero/Víctor Jiménez/E. Billeter,eng,223,medium
Pedro Páramo,Juan Rulfo/Margaret Sayers Peden/Susan Sontag,eng,128,short
Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum,Ann Hewetson,eng,224,medium
The Irish Anatomist: A Study of Flann O'Brien,Keith Donohue,eng,222,medium
1599: A Year in the Life of William Shakespeare,James Shapiro,eng,429,large
Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,eng,406,large
The Guide to Hollywood and Beverly Hills,Charles Lockwood,eng,174,short
No Accident (Little Secrets  #2),Emily Blake,eng,160,short
Dirty Little Secrets,Joy King,eng,256,medium
The Princess of the Chalet School,Elinor M. Brent-Dyer,eng,159,short
Fun Home: A Family Tragicomic,Alison Bechdel,eng,240,medium
Six Frigates: The Epic History of the Founding of the U. S. Navy,Ian W. Toll,eng,560,large
Power  Sex  Suicide: Mitochondria and the Meaning of Life,Nick Lane,eng,354,medium
1491: New Revelations of the Americas Before Columbus,Charles C. Mann,eng,541,large
Saint Ignatius Loyola: The Pilgrim Years 1491-1538,James Brodrick,eng,350,medium
Reliquary (Pendergast  #2),Douglas Preston/Lincoln Child,eng,464,large
The Cabinet of Curiosities (Pendergast  #3),Douglas Preston/Lincoln Child,eng,629,large
Still Life With Crows (Pendergast  #4),Douglas Preston/Lincoln Child,eng,564,large
The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible,Brian Tracy,eng,91,short
The Cake Book,Tish Boyle/John Uher,eng,384,medium
Grand Finales: A Modernist View of Plated Desserts,Tish Boyle/Timothy Moriarty,eng,288,medium
The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution,Sean B. Carroll/Jamie W. Carroll/Leanne M. Olds,eng,304,medium
The Collected Poetry  1968-1998,Nikki Giovanni/Virginia C. Fowler,eng,512,large
Love Poems,Nikki Giovanni,eng,96,short
Breaking Free from Compulsive Eating,Geneen Roth,eng,224,medium
When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,eng,224,medium
You're Born an Original  Don't Die a Copy!,John Mason,eng,120,short
Orin Aoraiosaa: Songs for Selected Heads,John    Mason,eng,450,large
Guide to Stress Reduction,L. John Mason,eng,326,medium
Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life,Beth A. Jones,eng,124,short
The Milagro Beanfield War,John     Nichols,eng,456,large
The Hunted (Vampire Huntress  #3),L.A. Banks,eng,565,large
The Forsaken (Vampire Huntress  #7),L.A. Banks,eng,448,large
