Rank,Name,Platform,Genre,Publisher
14793,DrumMania 7th Mix,PS2,Simulation,Konami Digital Entertainment
14794,Runabout 3: Neo Age,PS2,Racing,BAM! Entertainment
14795,AMNESIA World,PSV,Adventure,Idea Factory
14796,Captain Morgane and the Golden Turtle,PS3,Adventure,Reef Entertainment
14797,Bully: Scholarship Edition,PC,Action,Take-Two Interactive
14798,My Ballet Studio,Wii,Simulation,505 Games
14799,Guild Wars,PC,Role-Playing,NCSoft
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Adventure,Prototype
14801,Archer Maclean Presents: Pool Paradise,GC,Sports,Ignition Entertainment
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Strategy,Irem Software Engineering
14803,Battlezone,PSP,Shooter,Atari
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,Sports,Marvelous Interactive
14805,Medal of Honor: Vanguard,PS2,Shooter,Electronic Arts
14806,Touch Shot! Love Application,PS3,Adventure,Compile Heart
14807,Nanotek Warrior,PS,Shooter,Virgin Interactive
14808,Galileo,DS,Adventure,D3Publisher
14809,Cake Mania: Baker's Challenge,PS2,Puzzle,Destineer
14810,Captain Tsubasa J: The Way to World Youth,SNES,Sports,Namco Bandai Games
14811,Super Monkey Ball Adventure,PS2,Platform,Sega
14812,Alien Breed Trilogy,X360,Shooter,Mastertronic
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,Simulation,FuRyu
14814,Sengoku Basara: Sanada Yukimura-Den,PS4,Action,Capcom
14815,CID The Dummy,Wii,Platform,Oxygen Interactive
14816,Kisuato,PSV,Adventure,TGL
14817,Madden NFL 07,GBA,Sports,Electronic Arts
14818,Renegade Racers,PS,Racing,Interplay
14819,The Legend of Korra (3DS),3DS,Strategy,Activision
14820,AniMates!,DS,Simulation,Lexicon Entertainment
14821,Monster High 13 Wishes,WiiU,Action,Little Orbit
14822,Franklin the Turtle,GBA,Misc,Game Factory
14823,Steins;Gate 0,PS3,Adventure,5pb
14824,Catan,DS,Strategy,CDV Software Entertainment
14825,Backyard NFL Football,Wii,Sports,Atari
14826,Captain Morgane and the Golden Turtle,PC,Adventure,Reef Entertainment
14827,Gauntlet / Rampart,GBA,Misc,Zoo Digital Publishing
14828,Age of Empires III: Gold Edition,PC,Strategy,Microsoft Game Studios
14829,Let's Play Ballerina,Wii,Sports,Deep Silver
14830,Disney Planes Fire & Rescue,WiiU,Action,Disney Interactive Studios
14831,Dream Girl Premier,3DS,Misc,Alchemist
14832,River King: Wonderful Journey,PS2,Sports,505 Games
14833,Senran Kagura: Bon Appétit!,PSV,Misc,Marvelous Entertainment
14834,Ducati Moto,DS,Racing,Vir2L Studios
14835,Justice League Heroes: The Flash,GBA,Action,Eidos Interactive
14836,Pop Cutie! Street Fashion Simulation (JP sales),DS,Simulation,Tecmo Koei
14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,Action,Activision
14838,Kawasaki Snowmobiles,Wii,Racing,Metro 3D
14839,Dungeon Siege II,PC,Role-Playing,Microsoft Game Studios
14840,Bae Yong-joon to Manabu Kankokugo DS,DS,Misc,D3Publisher
14841,World War II Combat: Road To Berlin,XB,Shooter,Groove Games
14842,Metal Saga,PS2,Role-Playing,Success
14843,Imagine: Sweet 16,DS,Simulation,Ubisoft
14844,SWAT 4,PC,Shooter,Vivendi Games
14845,Last Escort 2: Shinya no Amai Toge,PS2,Adventure,D3Publisher
14846,Pop'n Music 13 Carnival,PS2,Simulation,Konami Digital Entertainment
14847,Magicka Collection,PC,Adventure,Unknown
14848,Bookworm,GBA,Puzzle,Unknown
14849,Tokushu Houdoubu,PSV,Adventure,Nippon Ichi Software
14850,Terraria,WiiU,Action,505 Games
14851,My DoItAll,DS,Misc,Tomy Corporation
14852,Legacy of Ys: Books I & II,DS,Role-Playing,Unknown
14853,Shakugan no Shana,PS2,Adventure,Media Works
14854,Monster Mayhem: Build and Battle,Wii,Simulation,Zushi Games
14855,I Heart Geeks,DS,Puzzle,CDV Software Entertainment
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,Action,Spike
14857,The Lord of the Rings: Conquest,PC,Action,Electronic Arts
14858,The King of Fighters: Maximum Impact - Maniax,XB,Fighting,Unknown
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,Adventure,Idea Factory
14860,Little Busters! Converted Edition,PSV,Action,Prototype
14861,Hankou Shashin,SAT,Adventure,Imagineer
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,Role-Playing,Idea Factory
14863,Marker Man Adventures,DS,Platform,Majesco Entertainment
14864,Capcom Digital Collection,X360,Action,Capcom
14865,Pro Yakyuu Family Stadium,Wii,Sports,Namco Bandai Games
14866,Open Season,PS2,Platform,Ubisoft
14867,Monster Hunter Frontier Online: Forward 2,X360,Role-Playing,Capcom
14868,Moyashimon DS,DS,Action,Takara Tomy
14869,A Ressha de Gyoukou 2001,PS2,Simulation,ArtDink
14870,Diabolik Lovers: Lunatic Parade,PSV,Adventure,Idea Factory
14871,Let's Dance with Mel B,Wii,Sports,Black Bean Games
14872,Battlestations: Pacific,PC,Strategy,Eidos Interactive
14873,Neverwinter Nights 2,PC,Role-Playing,Atari
14874,Starry ? Sky: In Autumn,PSP,Misc,Asgard
14875,Battlefield 1942,PC,Shooter,Electronic Arts
14876,Back to the Future: The Game,X360,Adventure,Telltale Games
14877,Pitball,PS,Sports,Time Warner Interactive
14878,X-Men Origins: Wolverine - Uncaged Edition,PC,Action,Activision
14879,Combat Wings: The Great Battles of WWII,Wii,Simulation,City Interactive
14880,D.C. III: Da Capo III,PSP,Adventure,Kadokawa Games
14881,Judge Dredd: Dredd Vs Death,PS2,Shooter,BAM! Entertainment
14882,Ocean Commander,Wii,Simulation,Valcon Games
14883,Drome Racers,GBA,Racing,THQ
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,Adventure,Idea Factory
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Misc,Namco Bandai Games
14886,Tank Beat,DS,Strategy,Midas Interactive Entertainment
14887,LEGO Pirates of the Caribbean: The Video Game,PC,Action,Disney Interactive Studios
14888,Turbo: Super Stunt Squad,WiiU,Sports,D3Publisher
14889,Jurassic Park: Operation Genesis,PC,Simulation,Vivendi Games
14890,The Peanuts Movie: Snoopy's Grand Adventure,X360,Action,Activision
14891,Tenkaichi * Sengoku Lovers,DS,Adventure,Rocket Company
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Misc,Paon Corporation
14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,Misc,Sega
14894,Bode Miller Alpine Skiing,PS2,Sports,Valcon Games
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,Role-Playing,Marvelous Interactive
14896,R-Type Delta,PS,Shooter,Irem Software Engineering
14897,Angelique: Maren no Rokukishi,PSP,Adventure,Idea Factory
14898,Soul Eater: Battle Resonance,PSP,Action,Namco Bandai Games
14899,Psycho-Pass: Mandatory Happiness,PS4,Adventure,Nippon Ichi Software
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,Misc,D3Publisher
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Action,Banpresto
14902,Napoleon Dynamite: The Game,DS,Puzzle,Crave Entertainment
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,Simulation,Broccoli
14904,Rock 'N' Roll Adventures,Wii,Platform,Popcorn Arcade
14905,War Gods,PS,Fighting,GT Interactive
14906,Evangelion: Jo,PS2,Action,Namco Bandai Games
14907,Doki Oki,PS,Adventure,Banpresto
14908,Gakuen Alice: WakuWaku * Happy Friends,DS,Adventure,Kids Station
14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure,ChunSoft
14910,Konohana 2: Todoke Kanai Requiem,PS2,Adventure,Success
14911,Derby Time 2006,PSP,Sports,Sony Computer Entertainment
14912,Yuusha Shisu.,PSV,Role-Playing,Nippon Ichi Software
14913,Monster Mayhem: Build and Battle,DS,Simulation,Zushi Games
14914,Senjou no Waltz,PSV,Adventure,Idea Factory
14915,Chuck E. Cheese's Sports Games,Wii,Sports,UFO Interactive
14916,Ghostbusters (2016),XOne,Action,Activision
14917,Stronghold 2 Deluxe,PC,Strategy,Take-Two Interactive
14918,MAPLUS: Portable Navi 3,PSP,Misc,Edia
14919,DEATH NOTE: L o Tsugu Mono,DS,Adventure,Konami Digital Entertainment
14920,ZooCube,GC,Puzzle,Acclaim Entertainment
14921,Puppet Show 3: Lost Town,PC,Puzzle,Focus Home Interactive
14922,Star Wars: Empire at War - Forces of Corruption,PC,Strategy,LucasArts
14923,Spy Hunter / Super Sprint,GBA,Racing,Zoo Digital Publishing
14924,Otometeki Koi Kakumei * Love Revo! Portable,PSP,Adventure,Idea Factory
14925,Clover no Kuni no Alice: Wonderful Wonder World,PS2,Adventure,Prototype
14926,Room Zoom: Race for Impact,XB,Racing,Jaleco
14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,Adventure,5pb
14928,Tube Slider,GC,Racing,Unknown
14929,Ghost Pirates of Vooju Island,PC,Adventure,DTP Entertainment
14930,America Oudan Ultra-Quiz,SAT,Misc,Victor Interactive
14931,DoDonPachi Dai-Oujou: Black Label Extra,X360,Shooter,5pb
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,Misc,PlayV
14933,ParaWorld,PC,Strategy,Deep Silver
14934,Tropico Reloaded,PC,Strategy,Kalypso Media
14935,Shinseiki Evangelion: Battle Orchestra,PS2,Fighting,Broccoli
14936,Pharaoh,PC,Strategy,Vivendi Games
14937,Vampire Mansion: Linda Hyde,DS,Adventure,Unknown
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,Action,Namco Bandai Games
14939,Battlefield 2: Modern Combat(JP sales),PS2,Shooter,Electronic Arts
14940,The Idolmaster: Gravure For You! Vol.7,PS3,Action,Namco Bandai Games
14941,Stake: Fortune Fighters,XB,Fighting,Metro 3D
14942,Serious Sam Advance,GBA,Shooter,Global Star
14943,The Settlers: Rise of an Empire,PC,Strategy,Ubisoft
14944,Let's Play Garden,Wii,Simulation,Deep Silver
14946,Pop'n Music 12 Iroha,PS2,Simulation,Konami Digital Entertainment
14947,BeatMania IIDX 11: IIDX Red,PS2,Simulation,Konami Digital Entertainment
14948,Warhammer Online: Age of Reckoning,PC,Role-Playing,GOA
14949,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,Sports,Konami Digital Entertainment
14950,Road Trip: The Arcade Edition,GC,Racing,Zoo Digital Publishing
14951,Juusanshi Engi Engetsu Sangokuden 2,PSP,Action,Idea Factory
14952,No More Heroes: Heroes' Paradise,X360,Action,Marvelous Interactive
14953,Virtua Tennis: World Tour (jp sales),PSP,Sports,Sega
14954,World Series of Poker 2008: Battle for the Bracelets,PSP,Misc,Activision
14955,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,Action,5pb
14956,Cold War,XB,Shooter,DreamCatcher Interactive
14957,Steel Battalion: Line of Contact,XB,Simulation,Capcom
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Action,Namco Bandai Games
14959,Ken to Mahou to Gakuen Mono. 2G,PS3,Role-Playing,Acquire
14960,NBA Starting Five,XB,Sports,Konami Digital Entertainment
14961,Kami Naru Kimi to,PSP,Adventure,Idea Factory
14962,Spy Hunter: Nowhere To Run,PS2,Racing,Midway Games
14963,LEGO Harry Potter: Years 1-4,PC,Action,Warner Bros. Interactive Entertainment
14964,Ikki Tousen: Eloquent Fist,PSP,Fighting,Marvelous Interactive
14965,Viva Pinata,PC,Simulation,Microsoft Game Studios
14966,Carmen Sandiego: The Secret of the Stolen Drums,XB,Action,BAM! Entertainment
14967,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,Action,Capcom
14968,Chili Con Carnage,PSP,Shooter,Eidos Interactive
14969,Bus Simulator 16,PC,Simulation,Astragon
14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action,Konami Digital Entertainment
14971,Teddy Together,3DS,Simulation,Nintendo
14972,Pony Luv,DS,Simulation,GSP
14973,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,Action,Kadokawa Shoten
14974,Omega Quintet,PS4,Role-Playing,Compile Heart
14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,Action,Namco Bandai Games
14976,Demigod,PC,Strategy,Atari
14977,The Voice,PS3,Action,Activision
14978,"Ed, Edd n Eddy: The Mis-Edventures",XB,Platform,Midway Games
14979,Bunmei Haruka: Aoiza Ibunroku,PSP,Action,FuRyu
14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,Adventure,Namco Bandai Games
14981,Blade Arcus from Shining EX,PS4,Fighting,Sega
14982,Vantage Master Portable,PSP,Role-Playing,Falcom Corporation
14983,Lilpri DS: Hime-Chen! Apple Pink,DS,Adventure,Sega
14984,Star Trek Online,PC,Role-Playing,Atari
14985,Rapala for Kinect,X360,Sports,Activision
14986,Rugby Challenge 3,X360,Sports,Alternative Software
14987,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,Misc,D3Publisher
14988,Diabolik Lovers: Vandead Carnival,PSV,Action,Idea Factory
14989,O.M.G. 26 - Our Mini Games,DS,Puzzle,505 Games
14990,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Action,Zoo Digital Publishing
14991,AMF Xtreme Bowling,PS2,Sports,Mastertronic
14992,Total Overdose: A Gunslinger's Tale in Mexico,XB,Shooter,Eidos Interactive
14993,Bomberman Fantasy Race,PS,Racing,Virgin Interactive
14994,Colin McRae Rally 2.0,GBA,Racing,Codemasters
14995,Carnage Heart EXA,PSP,Strategy,ArtDink
14996,Tropico 4: Modern Times,PC,Strategy,Kalypso Media
14997,Europa Universalis III Complete,PC,Strategy,Paradox Interactive
14998,Bugriders: The Race of Kings,PS,Racing,GT Interactive
14999,Bust-A-Move,3DO,Puzzle,Micro Cabin
15000,Wii de Asobu: Metroid Prime,Wii,Shooter,Nintendo
15001,Payout Poker & Casino,PSP,Misc,Unknown
15002,Wii de Asobu: Metroid Prime,Wii,Shooter,Nintendo
15003,Wangan Midnight Portable,PSP,Racing,Genki
15004,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,Action,Namco Bandai Games
15005,Canvas 2,PS2,Adventure,Kadokawa Shoten
15006,Memories Off: Sorekara Again,PS2,Adventure,KID
15007,Tom Clancy's Rainbow Six: Vegas 2,PC,Shooter,Ubisoft
15008,11eyes: CrossOver,X360,Adventure,5pb
15009,Kenka Bancho Otome,PSV,Action,Screenlife
15010,Supermodel Makeover by Lauren Luke,DS,Simulation,Avanquest
15011,George of the Jungle and the Search for the Secret,Wii,Platform,Ignition Entertainment
15012,AirForce Delta Storm,GBA,Shooter,Konami Digital Entertainment
15013,Serious Sam HD: Gold Edition,X360,Shooter,Mastertronic
15014,Peter Pan in Disney's Return to Never Land,PS,Platform,Sony Computer Entertainment
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,Racing,System 3 Arcade Software
15016,Xenosaga I·II,DS,Role-Playing,Namco Bandai Games
15017,SimCity Societies,PC,Simulation,Electronic Arts
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,Sports,Hudson Soft
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,Misc,Namco Bandai Games
15020,Fishdom 2 Deluxe,PC,Puzzle,Rondomedia
15021,Kuusen II,PS2,Simulation,Kadokawa Shoten
15022,Cross Channel: In Memory of All People,X360,Adventure,CyberFront
15023,Bomberman Story DS,DS,Role-Playing,Rising Star Games
15024,Penguins of Madagascar,Wii,Action,Namco Bandai Games
15025,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,Adventure,Prototype
15026,Brothers in Arms: Hell's Highway,PC,Shooter,Ubisoft
15027,Are You Alice?,PSP,Adventure,Idea Factory
15028,Future Tactics: The Uprising,GC,Strategy,JoWood Productions
15029,Stronghold Crusader Extreme,PC,Strategy,Gamecock
15030,Kensei: Sacred Fist,PS,Fighting,Konami Digital Entertainment
15031,Backyard NFL Football,DS,Sports,Atari
15032,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,Adventure,Quinrose
15033,Urakata Hakuoki,PSP,Adventure,Idea Factory
15034,Cities XL 2011,PC,Simulation,Focus Home Interactive
15035,Kung Fu Panda,PC,Action,Activision
15036,Gift: Prism,PS2,Adventure,Sweets
15037,PDC World Championship Darts: Pro Tour,X360,Sports,O-Games
15038,Shanghai: True Valor,PS,Puzzle,Activision
15039,Tokyo Xanadu eX+,PS4,Role-Playing,Nihon Falcom Corporation
15040,Major Dream: Major DS Dream Baseball,DS,Sports,Takara Tomy
15041,Steins;Gate: Senkei Kousoku no Phonogram,X360,Adventure,5pb
15042,Thunderbirds,GBA,Shooter,Vivendi Games
15043,Winning Post 8 2015,PSV,Action,Tecmo Koei
15044,Vitamin Z Revolution,PSP,Adventure,D3Publisher
15045,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,Adventure,Alchemist
15046,Inkheart,DS,Adventure,DreamCatcher Interactive
15047,Street Fighter X Tekken,PC,Fighting,Capcom
15048,Lunatic Dawn Tempest,PS2,Role-Playing,ArtDink
15049,Ceville,PC,Action,Kalypso Media
15050,Strike Witches: Shirogane no Tsubasa,PSP,Strategy,Kadokawa Shoten
15051,Total Immersion Racing,XB,Racing,Empire Interactive
15052,Totally Spies! 2: Undercover,DS,Action,Atari
15053,Luxor: The Wrath of Set,PSP,Puzzle,Mumbo Jumbo
15054,Natalie Brooks: Mystery at Hillcrest High,DS,Action,Licensed 4U
15055,NASCAR Heat Evolution,XOne,Racing,Dusenberry Martin Racing
15056,Board Game: Top Shop,PS,Misc,Success
15057,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,Action,Konami Digital Entertainment
15058,Castlevania: Lords of Shadow - Reverie,X360,Action,Konami Digital Entertainment
15060,Cocoto Magic Circus,Wii,Shooter,Neko Entertainment
15061,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,Adventure,Marvelous Interactive
15062,Dunamis 15,PS3,Adventure,5pb
15063,DemiKids: Dark Version,GBA,Role-Playing,Atlus
15064,Mage Knight: Destiny's Soldier,DS,Strategy,Namco Bandai Games
15065,GT Legends,PC,Racing,Atari
15066,Blender Bros.,GBA,Platform,Unknown
15067,Suzumiya Haruhi no Heiretsu,Wii,Adventure,Sega
15068,F1 Race Stars,PC,Racing,Codemasters
15069,DemiKids: Light Version,GBA,Role-Playing,Atlus
15070,Nanatsuiro * Drops Pure!!,PS2,Adventure,Media Works
15071,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,Misc,D3Publisher
15072,Escape the Emerald Star,PC,Puzzle,PopCap Games
15073,La Corda d'Oro 4,PSV,Action,Tecmo Koei
15074,Thomas and Friends: Steaming around Sodor,3DS,Action,Avanquest Software
15075,Titanic Mystery,Wii,Puzzle,O-Games
15076,Falcon 4.0: Allied Force,PC,Simulation,Graphsim Entertainment
15077,Bottom of the 9th '97,PS,Sports,Konami Digital Entertainment
15078,Shaman King: Chou Senjiryokketsu 3,GBA,Role-Playing,King Records
15079,Ride,X360,Racing,Milestone S.r.l.
15080,Line Rider 2: Unbound,Wii,Puzzle,Deep Silver
15081,HatsuKare * Renai Debut Sengen!,PSP,Adventure,FuRyu
15082,Treasure Chase,DS,Puzzle,Storm City Games
15083,Unreal Anthology,PC,Shooter,Midway Games
15084,X3: Terran War Pack,PC,Misc,Deep Silver
15085,Prison Architect,PS4,Action,Introversion Software
15086,G1 Jockey Wii,Wii,Sports,Tecmo Koei
15087,Kingdom: Ikkitousen no Ken,PSP,Action,Konami Digital Entertainment
15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,Fighting,Yuke's
15089,Rugby League Live 3,PS4,Action,Tru Blu Entertainment
15090,Tom Clancy's EndWar,PC,Strategy,Ubisoft
15091,RayCrisis: Series Termination,PS,Shooter,JVC
15092,Left 4 Dead,PC,Shooter,Electronic Arts
15093,Bejeweled 2 Deluxe,PC,Puzzle,Focus Home Interactive
15094,Ikki Tousen: Shining Dragon,PS2,Role-Playing,Marvelous Interactive
15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,Adventure,Minato Station
15096,Toxic Grind,XB,Sports,THQ
15097,DiRT,PC,Racing,Codemasters
15098,Kawasaki Jet Ski,Wii,Racing,Metro 3D
15099,Genkai Tokki: Seven Pirates,PSV,Role-Playing,Compile Heart
15100,Enchanted Arms (JP sales),X360,Role-Playing,Ubisoft
15101,ScrapLand,XB,Action,Deep Silver
15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,Misc,Paon
15103,Geten no Hana,PSP,Misc,Tecmo Koei
15104,Crazy Machines,Wii,Puzzle,DTP Entertainment
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,Adventure,Tecmo Koei
15106,Blade Arcus from Shining EX,PS3,Fighting,Sega
15107,Brave: The Video Game,Wii,Action,Disney Interactive Studios
15108,Frontlines: Fuel of War,PC,Shooter,THQ
15109,D.Gray-man: Sousha no Shikaku,PS2,Adventure,Konami Digital Entertainment
15110,Indianapolis 500 Evolution,X360,Racing,Zushi Games
15111,Ookami to Koushinryou: Omiowataru Kaze,DS,Adventure,ASCII Media Works
15112,Grey's Anatomy: The Video Game,PC,Adventure,Ubisoft
15113,School Days LxH,PS2,Adventure,Interchannel
15114,Neo Angelique,PS2,Adventure,Tecmo Koei
15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Action,Crave Entertainment
15116,Namco Museum Battle Collection (JP sales),PSP,Misc,Sony Computer Entertainment
15117,Chaos;Head Noah,PSP,Adventure,5pb
15118,Brandish: The Dark Revenant,PSP,Role-Playing,Falcom Corporation
15119,Summon Night: Swordcraft Story,GBA,Role-Playing,Banpresto
15120,Samurai Shodown V,XB,Fighting,Ignition Entertainment
15121,Pro Fishing Challenge,XB,Sports,Atlus
15122,Minna no Chizu 2,PSP,Misc,Zenrin
15123,Franklin's Great Adventures,DS,Action,Game Factory
15124,Test Drive Unlimited,PC,Racing,Atari
15125,SAW,PC,Action,Konami Digital Entertainment
15126,Princess Saver! Eternal Love for My Lady,PS2,Adventure,Comfort
15127,To Love-Ru Trouble: Darkness - True Princess,PSV,Action,FuRyu
15128,Tokyo Mew Mew,PS,Role-Playing,Takara
15129,Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,Sports,Namco Bandai Games
15130,Ice Age: Dawn of the Dinosaurs,PC,Action,Activision
15131,Interactive Storybook DS Series 3,DS,Misc,Tommo
15132,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,Adventure,Idea Factory
15133,Twinkle * Crusaders GoGo!,PSP,Adventure,ASCII Media Works
15134,Serious Sam HD: Gold Edition,PC,Shooter,Devolver Digital
15135,Rule of Rose,PS2,Action,505 Games
15136,RedCard 20-03,GC,Sports,Midway Games
15137,Homeworld,PC,Strategy,Vivendi Games
15138,Freestyle Metal X,XB,Racing,Midway Games
15139,Shonen Jump's One Piece: Grand Adventure,PS2,Fighting,Namco Bandai Games
15140,Pac-Man World Rally,PS2,Racing,Namco Bandai Games
15141,Plants vs. Zombies: Garden Warfare,PC,Shooter,Electronic Arts
15142,Max Payne,PC,Shooter,Take-Two Interactive
15143,Uta Kumi 575,PSV,Misc,Sega
15144,Invizimals: The Lost Kingdom,PS3,Action,Sony Computer Entertainment
15145,428: Fuusa Sareta Shibuya de,PS3,Adventure,Spike
15146,IL-2 Sturmovik: Forgotten Battles,PC,Simulation,Ubisoft
15147,Overlord,PC,Strategy,Codemasters
15148,Sacred 3,PC,Role-Playing,Deep Silver
15149,The Professor's Brain Trainer: Logic,DS,Puzzle,505 Games
15150,Fritz Chess,Wii,Strategy,Deep Silver
15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,Misc,D3Publisher
15152,NFL Blitz Pro,GC,Sports,Midway Games
15153,Rocket League,PC,Sports,505 Games
15154,Balls of Fury,Wii,Sports,Zoo Digital Publishing
15155,18 Wheels of Steel: Extreme Trucker,PC,Racing,Rondomedia
15156,Rugby World Cup 2015,XOne,Sports,Ubisoft
15157,Winning Post 8 2015,PS3,Action,Tecmo Koei
15158,Veggy World,DS,Shooter,Jack of All Games
15159,Commandos: Strike Force,XB,Shooter,Eidos Interactive
15160,Ukiyo no Roushi,PSV,Action,Unknown
15161,SBK: Snowboard Kids,DS,Sports,Rising Star Games
15162,Warriors of the Lost Empire (JP sales),PSP,Role-Playing,Mercury Games
15163,Jojo's Bizarre Adventure,PS,Fighting,Virgin Interactive
15164,Lode Runner,DS,Puzzle,Hudson Entertainment
15165,Zathura,XB,Adventure,Take-Two Interactive
15166,Cities in Motion Collection,PC,Simulation,Unknown
15167,Evolution Snowboarding,PS2,Sports,Konami Digital Entertainment
15168,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,Misc,Sega
15169,Aegis of Earth: Protonovus Assault,PS4,Action,PQube
15170,Freedom Wings,DS,Simulation,Natsume
15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,Puzzle,Compile
15172,Zillions of Enemy X: Zetsukai no Crusade,PS3,Role-Playing,Nippon Ichi Software
15173,Dream Chronicles,DS,Adventure,Zoo Games
15174,Kung Fu Panda: Showdown of Legendary Legends,PS3,Action,Little Orbit
15175,The Settlers IV,PC,Strategy,Blue Byte
15176,Happiness! De-Lucks,PS2,Adventure,Marvelous Interactive
15177,Mount & Blade,PC,Role-Playing,Paradox Interactive
15178,Doki Majo Plus,DS,Adventure,SNK Playmore
15179,Eureka Seven Vol. 2: The New Vision,PS2,Shooter,Namco Bandai Games
15180,Love Once: Mermaid's Tears,PS3,Adventure,Unknown
15181,Puzzle Challenge: Crosswords and More!,PS2,Puzzle,Crave Entertainment
15182,Mata Hari: Betrayal is only a Kiss Away,PC,Adventure,DTP Entertainment
15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,Action,D3Publisher
15184,Muppets Party Cruise,GC,Misc,TDK Mediactive
15185,Quake 4,PC,Shooter,Activision
15186,Maximum Capacity: Hotel Giant,PC,Strategy,JoWood Productions
15187,Sengoku Otome: Legend Battle,PSV,Action,Unknown
15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Shooter,Gaga
15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,Misc,Yamasa Entertainment
15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,Misc,Plenty
15191,Fritz Chess,DS,Strategy,Deep Silver
15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,Adventure,Quinrose
15193,Fuel,PC,Racing,Codemasters
15194,Serious Sam: Next Encounter,GC,Shooter,Global Star
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Misc,Irem Software Engineering
15196,Motto! SoniComi,PS3,Simulation,Kadokawa Games
15197,Let's Play Flight Attendant,DS,Simulation,Deep Silver
15198,Akai Ito DS,DS,Adventure,Alchemist
15199,Knight's Apprentice: Memorick's Adventures,XB,Action,Microids
15200,Saint,Wii,Shooter,Unknown
